Book	Chapter	Verse	Text	Index
The Epistle of St. Paul to the Hebrews	11	16	But now they desire a better, that is to say, a heavenly country. Therefore, God is not ashamed to be called their God: for he hath prepared for them a city.	27
The Epistle of St. Paul to the Hebrews	11	17	By faith Abraham, when he was tried, offered Isaac: and he that had received the promises offered up his only begotten son,	27
The Epistle of St. Paul to the Hebrews	11	18	(To whom it was said: In Isaac shall thy seed be called:)	27
The Epistle of St. Paul to the Hebrews	11	19	Accounting that God is able to raise up even from the dead. Whereupon also he received him for a parable. For a parable.... That is, as a figure of Christ, slain and coming to life again.	27
The Epistle of St. Paul to the Hebrews	11	20	By faith also of things to come Isaac blessed Jacob and Esau.	27
The Epistle of St. Paul to the Hebrews	11	21	By faith Jacob, dying, blessed each of the sons of Joseph and adored the top of his rod. Adored the top of his rod.... The apostle here follows the ancient Greek Bible of the seventy interpreters, (which translates in this manner, Gen. 47. 31.,) and alleges this fact of Jacob, in paying a relative honour and veneration to the top of the rod or sceptre of Joseph, as to a figure of Christ’s sceptre and kingdom, as an instance and argument of his faith. But some translators, who are no friends to this relative honour, have corrupted the text, by translating it, he worshipped, leaning upon the top of his staff; as if this circumstance of leaning upon his staff were any argument of Jacob’s faith, or worthy the being thus particularly taken notice of by the Holy Ghost.	27
The Epistle of St. Paul to the Hebrews	11	22	By faith Joseph, when he was dying, made mention of the going out of the children of Israel and gave commandment concerning his bones.	27
The Epistle of St. Paul to the Hebrews	11	23	By faith Moses, when he was born, was hid three months by his parents: because they saw he was a comely babe, and they feared not the king’s edict.	27
The Epistle of St. Paul to the Hebrews	11	24	By faith Moses, when he was grown up, denied himself to be the son of Pharao’s daughter:	27
The Epistle of St. Paul to the Hebrews	11	25	Rather choosing to be afflicted with the people of God than to have the pleasure of sin for a time:	27
The Epistle of St. Paul to the Hebrews	11	26	Esteeming the reproach of Christ greater riches than the treasure of the Egyptians. For he looked unto the reward.	27
The Epistle of St. Paul to the Hebrews	11	27	By faith he left Egypt, not fearing the fierceness of the king: for he endured, as seeing him that is invisible.	27
The Epistle of St. Paul to the Hebrews	11	28	By faith he celebrated the pasch and the shedding of the blood: that he who destroyed the firstborn might not touch them.	27
The Epistle of St. Paul to the Hebrews	11	29	By faith they passed through the Red Sea, as by dry land: which the Egyptians attempting, were swallowed up.	27
The Epistle of St. Paul to the Hebrews	11	30	By faith the walls of Jericho fell down, by the going round them seven days.	27
The Epistle of St. Paul to the Hebrews	11	31	By faith Rahab the harlot perished not with the unbelievers, receiving the spies with peace.	27
The Epistle of St. Paul to the Hebrews	11	32	And what shall I yet say? For the time would fail me to tell of Gedeon, Barac, Samson, Jephthe, David, Samuel, and the prophets:	27
The Epistle of St. Paul to the Hebrews	11	33	Who by faith conquered kingdoms, wrought justice, obtained promises, stopped the mouths of lions,	27
The Epistle of St. Paul to the Hebrews	11	34	Quenched the violence of fire, escaped the edge of the sword, recovered strength from weakness, became valiant in battle, put to flight the armies of foreigners.	27
The Epistle of St. Paul to the Hebrews	11	35	Women received their dead raised to life again. But others were racked, not accepting deliverance, that they might find a better resurrection.	27
The Epistle of St. Paul to the Hebrews	11	36	And others had trial of mockeries and stripes: moreover also of bands and prisons.	27
The Epistle of St. Paul to the Hebrews	11	37	They were stoned, they were cut asunder, they were tempted, they were put to death by the sword, they wandered about in sheepskins, in goatskins, being in want, distressed, afflicted:	27
The Epistle of St. Paul to the Hebrews	11	38	Of whom the world was not worthy: wandering in deserts, in mountains and in dens and in caves of the earth.	27
The Epistle of St. Paul to the Hebrews	11	39	And all these, being approved by the testimony of faith, received not the promise:	27
The Epistle of St. Paul to the Hebrews	11	40	God providing some better thing for us, that they should not be perfected without us. Hebrews Chapter 12 Exhortation to constancy under their crosses. The danger of abusing the graces of the New Testament.	27
The Epistle of St. Paul to the Hebrews	12	1	And therefore we also having so great a cloud of witnesses over our head, laying aside every weight and sin which surrounds us, let us run by patience to the fight proposed to us:	27
The Epistle of St. Paul to the Hebrews	12	2	Looking on Jesus, the author and finisher of faith, who, having joy set before him, endured the cross, despising the shame, and now sitteth on the right hand of the throne of God.	27
The Epistle of St. Paul to the Hebrews	12	3	For think diligently upon him that endured such opposition from sinners against himself that you be not wearied, fainting in your minds.	27
The Epistle of St. Paul to the Hebrews	12	4	For you have not yet resisted unto blood, striving against sin.	27
The Epistle of St. Paul to the Hebrews	12	5	And you have forgotten the consolation which speaketh to you, as unto children, saying: My son, neglect not the discipline of the Lord: neither be thou wearied whilst thou art rebuked by him.	27
The Epistle of St. Paul to the Hebrews	12	6	For whom the Lord loveth he chastiseth: and he scourgeth every son whom he receiveth.	27
The Epistle of St. Paul to the Hebrews	12	7	Persevere under discipline. God dealeth with you as with his sons. For what son is there whom the father doth not correct?	27
The Epistle of St. Paul to the Hebrews	12	8	But if you be without chastisement, whereof all are made partakers, then are you bastards and not sons.	27
The Epistle of St. Paul to the Hebrews	12	9	Moreover, we have had fathers of our flesh for instructors, and we reverenced them. Shall we not much more obey the Father of spirits and live?	27
The Epistle of St. Paul to the Hebrews	12	10	And they indeed for a few days, according to their own pleasure, instructed us: but he, for our profit, that we might receive his sanctification.	27
The Epistle of St. Paul to the Hebrews	12	11	Now all chastisement for the present indeed seemeth not to bring with it joy, but sorrow: but afterwards it will yield to them that are exercised by it the most peaceable fruit of justice.	27
The Epistle of St. Paul to the Hebrews	12	12	Wherefore, lift up the hands which hang down and the feeble knees:	27
The Epistle of St. Paul to the Hebrews	12	13	And make straight steps with your feet: that no one, halting, may go out of the way; but rather be healed.	27
The Epistle of St. Paul to the Hebrews	12	14	Follow peace with all men and holiness: without which no man shall see God.	27
The Epistle of St. Paul to the Hebrews	12	15	Looking diligently, lest any man be wanting to the grace of God: lest any root of bitterness springing up do hinder and by it many be defiled:	27
